12.5,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.7,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.4,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.3,1,1,11,24,4,17,26,5,58,121,16,47,48,35,12,115,,,,,,,,,,,,,,,
4.4,2,11,32,31,63,52,12,16,29,72,2,133,48,74,69,87,10,28,196,47,65,50,91,84,49,144,124,70,22,126,126
4.1,5,11,1,98,24,31,5,26,49,58,38,69,47,65,9,16,12,12,,,,,,,,,,,,,
3.6,17,34,43,8,17,26,5,127,4,167,113,2,16,28,47,48,35,65,50,10,30,94,57,72,40,18,12,53,22,49,38,112,128,33,86,11,1,7,24,32,6,52,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,1,22,58,29,16,56,12,40,2,72,53,48,69,10,117,18,5,34,167,26,32,31,24,7,153,102,19,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2,57,,57,93,38,154,126,84,5,26,11,44,16,35,12,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7,6,49,58,123,22,98,12,5,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6,7,,1,15,58,91,52,22,24,86,18,46,98,32,31,128,140,112,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2,10,26,54,47,69,48,74,19,38,99,92,95,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2,8,8,49,58,123,38,92,91,118,22,26,48,5,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1,26,26,49,58,69,12,7,11,32,167,16,43,91,9,15,72,53,22,10,153,86,18,5,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,1,11,5,26,91,2,35,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6,2,11,1,63,32,31,102,7,24,5,47,10,49,48,196,19,93,16,12,22,112,99,93,72,70,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,35,11,154,38,70,126,124,47,87,2,72,12,16,35,55,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
